2024-02-24 18:49:38 |INFO  |main |SpringApplication.java:645 |ljl.bilibili.video.VideoApplication |No active profile set, falling back to 1 default profile: "default"
2024-02-24 18:49:41 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=907b5f8f-3ba6-3e5c-ac9c-afcba8e0911d
2024-02-24 18:49:42 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 10201 (http)
2024-02-24 18:49:42 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-10201"]
2024-02-24 18:49:42 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-02-24 18:49:42 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.65]
2024-02-24 18:49:43 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-02-24 18:49:43 |INFO  |main |ServletWebServerApplicationContext.java:290 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 4386 ms
2024-02-24 18:49:43 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-02-24 18:49:44 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-02-24 18:49:47 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-02-24 18:49:48 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of b5ed3e2b-3f4a-4910-9566-253b7a442109
2024-02-24 18:49:48 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 61 ms to scan 1 urls, producing 3 keys and 6 values 
2024-02-24 18:49:48 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 20 ms to scan 1 urls, producing 4 keys and 9 values 
2024-02-24 18:49:48 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 16 ms to scan 1 urls, producing 3 keys and 10 values 
2024-02-24 18:49:48 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 300 ms to scan 255 urls, producing 0 keys and 0 values 
2024-02-24 18:49:48 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 25 ms to scan 1 urls, producing 1 keys and 5 values 
2024-02-24 18:49:48 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 19 ms to scan 1 urls, producing 1 keys and 7 values 
2024-02-24 18:49:48 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 22 ms to scan 1 urls, producing 2 keys and 8 values 
2024-02-24 18:49:49 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 178 ms to scan 255 urls, producing 0 keys and 0 values 
2024-02-24 18:49:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] RpcClient init label, labels = {module=naming, source=sdk}
2024-02-24 18:49:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-02-24 18:49:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-02-24 18:49:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-02-24 18:49:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Try to connect to server on start up, server: {serverIp = '116.62.71.84', server main port = 8848}
2024-02-24 18:49:51 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Success to connect to server [116.62.71.84:8848] on start up, connectionId = 1708771791942_120.227.129.112_46188
2024-02-24 18:49:51 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Notify connected event to listeners.
2024-02-24 18:49:51 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-02-24 18:49:51 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$884/41470360
2024-02-24 18:49:52 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-02-24 18:49:53 |WARN  |main |TableInfoHelper.java:423 |com.baomidou.mybatisplus.core.metadata.TableInfoHelper |This primary key of "id" is primitive !不建议如此请使用包装类 in Class: "ljl.entity.notice.dynamic.DynamicToUser"
2024-02-24 18:49:53 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-10201"]
2024-02-24 18:49:53 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 10201 (http) with context path ''
2024-02-24 18:49:54 |INFO  |main |NacosServiceRegistry.java:65 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP video 192.168.10.5:10201 register finished
2024-02-24 18:49:54 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-02-24 18:49:54 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 1 custom documentation plugin(s)
2024-02-24 18:49:55 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-02-24 18:49:56 |INFO  |main |CachingOperationNameGenerator.java:41 |springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator |Generating unique operation named: getCollectGroupUsingGET_1
2024-02-24 18:49:56 |INFO  |main |CachingOperationNameGenerator.java:41 |springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator |Generating unique operation named: getCommentUsingGET_1
2024-02-24 18:49:56 |INFO  |main |CachingOperationNameGenerator.java:41 |springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator |Generating unique operation named: getDanmakuUsingGET_1
2024-02-24 18:49:57 |INFO  |main |StartupInfoLogger.java:61 |ljl.bilibili.video.VideoApplication |Started VideoApplication in 21.624 seconds (JVM running for 24.907)
2024-02-24 18:50:19 |INFO  |http-nio-10201-exec-1 |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-02-24 18:50:19 |INFO  |http-nio-10201-exec-1 |FrameworkServlet.java:525 |org.springframework.web.servlet.DispatcherServlet |Initializing Servlet 'dispatcherServlet'
2024-02-24 18:50:19 |INFO  |http-nio-10201-exec-1 |FrameworkServlet.java:547 |org.springframework.web.servlet.DispatcherServlet |Completed initialization in 9 ms
2024-02-24 18:50:37 |ERROR |http-nio-10201-exec-9 |MinioServiceImpl.java:118 |ljl.video.service.video_production.impl.MinioServiceImpl |Error occurred: The bucket you tried to delete is not empty
2024-02-24 18:51:59 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[b5ed3e2b-3f4a-4910-9566-253b7a442109] Server healthy check fail, currentConnection = 1708771791942_120.227.129.112_46188
